sms_text,category,transaction_type,amount,merchant,bank,bank_key,date,language
"Your monthly salary of EGP 22,983.40 has been credited to account ****4941 - ADIB_EGYPT",Salary,Salary Credit,22983.4,MONTHLY SALARY,ADIB_EGYPT,ADIB,28 MAR 2026,en
"Dear Customer, EGP 771.46 was withdrawn via Cash Advance from your Credit Card ending 1054You withdrew EGP 771.46 from your account using your debit card on 27 APR 2026 - CIB-EGYPT",ATM Withdrawal,ATM Withdrawal,771.46,ATM WITHDRAWAL,CIB-EGYPT,CIB,27 APR 2026,en
ADIB EGYPT Alert: EGP 352.32 debited from BAZOOKA/Account card ending 5559 at POS transaction.,Dining,Purchase,352.32,BAZOOKA,ADIB EGYPT,ADIB,09 APR 2026,en
"Dear Customer, EGP 2,501.70 was withdrawn via Cash Advance from your Credit Card ending 7607You withdrew EGP 2,501.70 from your account using your debit card on 07 APR 2026 - BM-Egypt",ATM Withdrawal,ATM Withdrawal,2501.7,ATM WITHDRAWAL,BM-Egypt,BANQUE_MISR,07 APR 2026,en
CIB Alert: EGP 142.46 debited from BAZOOKA/Account card ending 6451 at POS transaction.,Dining,Purchase,142.46,BAZOOKA,CIB,CIB,15 FEB 2026,en
"From HSBC EGYPT: 25MAY26 ALFA MARKET Purchase from 954-709***-364 EGP 352.36- Your available balance is EGP 5,338.84",Groceries,Purchase,352.36,ALFA MARKET,HSBC EGYPT,HSBC,25MAY26,en
تنبيه: عملية شراء بقيمة 116.94 جنيه في WATCH IT تمت بنجاح - بنك مصر,Entertainment,Purchase,116.94,WATCH IT,بنك مصر,BANQUE_MISR,29/04/2026,ar
"تمت عملية شراء بمبلغ 139.66 ج.م لدى VODAFONE EGYPT باستخدام بطاقتكم المنتهية برقم 3005. الرصيد المتاح: 1,920.51 ج.م.",Bills,Purchase,139.66,VODAFONE EGYPT,AlexBank,Alexbank,26/04/2026,ar
QNB Al Ahli Alert: EGP 50.99 debited from SHAHID/Account card ending 3319 at POS transaction.,Entertainment,Purchase,50.99,SHAHID,QNB Al Ahli,QNB_ALAHLI,02 FEB 2026,en
تم خصم 200.51 جم من بطاقة الائتمان رقم 4842 عند WATANIYA يوم 05-12 الساعة 23:37 المتاح 736.61 جم للمزيد اتصل ب 19623,Transport,Purchase,200.51,WATANIYA,BanK-AlAhly,NBE,05-12,ar
تنبيه: عملية شراء بقيمة 359.10 جنيه في YOUTUBE PREMIUM تمت بنجاح - بنك اسكندرية,Entertainment,Purchase,359.1,YOUTUBE PREMIUM,بنك اسكندرية,Alexbank,18/03/2026,ar
Transaction Alert: EGP 175.73 debited at WENDY'S on 16 FEB 2026. Card ****8814 - QNB Al Ahli,Dining,Purchase,175.73,WENDY'S,QNB Al Ahli,QNB_ALAHLI,16 FEB 2026,en
"Dear Customer, your card ending 3993 was used for EGP 230.48 at WE TELECOM on 09 MAR 2026 - CIB",Bills,Purchase,230.48,WE TELECOM,CIB,CIB,09 MAR 2026,en
CIB Egypt Alert: EGP 638.66 debited from SPINNEYS/Account card ending 3188 at POS transaction.,Groceries,Purchase,638.66,SPINNEYS,CIB Egypt,CIB,16 JAN 2026,en
تم الدفع لصالح TALABAT بمبلغ 396.75 جنيه عن طريق بطاقتك بتاريخ 10/05/2026,Dining,Purchase,396.75,TALABAT,بنك مصر,BANQUE_MISR,10/05/2026,ar
"Your account XXXXX6188 has been credited with EGP 8,880.87 via Payroll Deposit on 19 MAR 2026. Thank you",Salary,Salary Credit,8880.87,MONTHLY SALARY,ADIB,ADIB,19 MAR 2026,en
"تم خصم 844.09 جم من بطاقة الخصم رقم 8619 عند OSCAR MARKET يوم 05-29 الساعة 12:23 المتاح 2,730.64 جم للمزيد اتصل ب 19623",Groceries,Purchase,844.09,OSCAR MARKET,NBE,NBE,05-29,ar
"تمت عملية شراء بمبلغ 786.80 ج.م لدى VODAFONE EGYPT باستخدام بطاقتكم المنتهية برقم 7419. الرصيد المتاح: 4,303.82 ج.م.",Bills,Purchase,786.8,VODAFONE EGYPT,بنك القاهرة,BANQUE_DU_CAIRE,19/05/2026,ar
FAB_EGYPT Alert: Outward InstaPay transfer of EGP 450.14 from account XXXXX9664 was successful on 10 FEB 2026 21:54. Ref: Loan Repayment.,Transfer,Transfer,450.14,VODAFONE CASH,FAB_EGYPT,FAB,10 FEB 2026,en
"تم خصم 440.56 جم من بطاقة الائتمان رقم 1166 عند VODAFONE EGYPT يوم 04-10 الساعة 20:58 المتاح 4,894.64 جم للمزيد اتصل ب 19623",Bills,Purchase,440.56,VODAFONE EGYPT,NBE,NBE,04-10,ar
"Dear Customer, your card ending 4948 was used for EGP 350.94 at OSN+ on 15 JUL 2026 - FAB",Entertainment,Purchase,350.94,OSN+,FAB,FAB,15 JUL 2026,en
عزيزنا العميل، تم خصم مبلغ 316.34 جنيه من حسابك رقم ****2388 لدى SPOTIFY بتاريخ 14/04/2026 - BM-Egypt,Entertainment,Purchase,316.34,SPOTIFY,BM-Egypt,BANQUE_MISR,14/04/2026,ar
"CIB Egypt Alert: Outward InstaPay transfer of EGP 1,101.32 from account XXXXX6286 was successful on 07 FEB 2026 16:48. Ref: Tuition Fees.",Transfer,Transfer,1101.32,Telda,CIB Egypt,CIB,07 FEB 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 4341 لسداد مبلغ 605.82 ج.م لدى VODAFONE EGYPT.,Bills,Purchase,605.82,VODAFONE EGYPT,AAIB-EGYPT,AAIB,05/02/2026,ar
البنك الأهلي المصري Alert: EGP 375.13 debited from YOUTUBE PREMIUM/Account card ending 3122 at POS transaction.,Entertainment,Purchase,375.13,YOUTUBE PREMIUM,البنك الأهلي المصري,NBE,09 JUL 2026,en
QNB Alert: EGP 604.49 debited from SPINNEYS/Account card ending 8688 at POS transaction.,Groceries,Purchase,604.49,SPINNEYS,QNB,QNB_ALAHLI,07 JUN 2026,en
تم الدفع لصالح WATER COMPANY بمبلغ 540.89 جنيه عن طريق بطاقتك بتاريخ 06/04/2026,Bills,Purchase,540.89,WATER COMPANY,FAB_EGYPT,FAB,06/04/2026,ar
تنبيه: عملية شراء بقيمة 149.91 جنيه في TALABAT تمت بنجاح - بنك اسكندرية,Dining,Purchase,149.91,TALABAT,بنك اسكندرية,Alexbank,10/07/2026,ar
تم الدفع لصالح YOUTUBE PREMIUM بمبلغ 117.38 جنيه عن طريق بطاقتك بتاريخ 06/02/2026,Entertainment,Purchase,117.38,YOUTUBE PREMIUM,BM-Egypt,BANQUE_MISR,06/02/2026,ar
"From HSBC EGYPT: 20APR26 ZARA Purchase from 392-812***-654 EGP 964.91- Your available balance is EGP 5,418.19",Shopping,Purchase,964.91,ZARA,HSBC EGYPT,HSBC,20APR26,en
Transaction Alert: EGP 93.12 debited at OSN+ on 29 MAY 2026. Card ****3686 - ADIB,Entertainment,Purchase,93.12,OSN+,ADIB,ADIB,29 MAY 2026,en
Transaction Alert: EGP 133.52 debited at OTLOB on 29 MAR 2026. Card ****5541 - البنك الأهلي المصري,Dining,Purchase,133.52,OTLOB,البنك الأهلي المصري,NBE,29 MAR 2026,en
"Your monthly salary of EGP 15,302.71 has been credited to account ****3587 - CIB",Salary,Salary Credit,15302.71,MONTHLY SALARY,CIB,CIB,20 FEB 2026,en
"Your corporate salary of EGP 8,666.28 was credited to your account ending in 1061 on 04 MAR 2026. Your available balance is EGP 9,046.84.",Salary,Salary Credit,8666.28,MONTHLY SALARY,CIB-EGYPT,CIB,04 MAR 2026,en
"تنبيه: تم إضافة تحويل وارد بحسابكم المنتهي برقم 4375 بمبلغ 2,950.99 ج.م من جنى ي**** M*** بتاريخ اليوم 18/03/2026.",Transfer,Transfer,2950.99,إنستا باي,BM-Egypt,BANQUE_MISR,18/03/2026,ar
"وصلك مبلغ 18,688.21 جنيه في حسابك كراتب هذا الشهر، رصيدك الحالي أصبح 22,505.41 جنيه.",Salary,Salary Credit,18688.21,راتب شهري,Alex Bank,Alexbank,03/06/2026,ar
"عميلنا العزيز، تم تحويل مبلغ 1,434.21 ج.م من حسابكم عبر تطبيق الهاتف البنكي إلى حساب رقم XXXXX6016 في 04/05/2026 22:03.",Transfer,Transfer,1434.21,تيلدا,بنك مصر,BANQUE_MISR,04/05/2026,ar
"تم خصم 1,184.79 جم من بطاقة الخصم رقم 9203 عند DEFACTO يوم 02-25 الساعة 17:05 المتاح 2,816.34 جم للمزيد اتصل ب 19623",Shopping,Purchase,1184.79,DEFACTO,NBE,NBE,02-25,ar
"From HSBC EGYPT: 08MAY26 SHAHID Purchase from 852-231***-360 EGP 105.27- Your available balance is EGP 2,921.61",Entertainment,Purchase,105.27,SHAHID,HSBC EGYPT,HSBC,08MAY26,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 8598 لسداد مبلغ 57.16 ج.م لدى INDRIVE.,Transport,Purchase,57.16,INDRIVE,Banque Misr,BANQUE_MISR,11/07/2026,ar
Transaction Alert: EGP 183.05 debited at TALABAT on 08 JUN 2026. Card ****4149 - QNB Al Ahli,Dining,Purchase,183.05,TALABAT,QNB Al Ahli,QNB_ALAHLI,08 JUN 2026,en
"Your monthly salary of EGP 13,745.23 has been credited to account ****3867 - QNBAlAhli",Salary,Salary Credit,13745.23,MONTHLY SALARY,QNBAlAhli,QNB_ALAHLI,14 JUN 2026,en
تنبيه: عملية شراء بقيمة 167.47 جنيه في GOURMET EGYPT تمت بنجاح - BdC,Groceries,Purchase,167.47,GOURMET EGYPT,BdC,BANQUE_DU_CAIRE,16/02/2026,ar
AAIB-EGYPT Alert: EGP 961.31 debited from METRO MARKET/Account card ending 8316 at POS transaction.,Groceries,Purchase,961.31,METRO MARKET,AAIB-EGYPT,AAIB,15 JUL 2026,en
"FAB EGYPT Alert: EGP 1,605.85 debited from FRESH/Account card ending 4532 at POS transaction.",Shopping,Purchase,1605.85,FRESH,FAB EGYPT,FAB,10 MAY 2026,en
"Dear Customer, your card ending 3165 was used for EGP 231.84 at KHEIR ZAMAN on 24 MAR 2026 - FAB_EGYPT",Groceries,Purchase,231.84,KHEIR ZAMAN,FAB_EGYPT,FAB,24 MAR 2026,en
"From HSBC: 20FEB26 OTLOB Purchase from 623-124***-417 EGP 231.59- Your available balance is EGP 4,688.11",Dining,Purchase,231.59,OTLOB,HSBC,HSBC,20FEB26,en
"Dear Customer, your card ending 8368 was used for EGP 381.23 at SPOTIFY on 17 MAR 2026 - CIB Egypt",Entertainment,Purchase,381.23,SPOTIFY,CIB Egypt,CIB,17 MAR 2026,en
"قمت بسحب مبلغ 2,072.26 ج.م نقدا بتاريخ 05/05/2026 من ماكينة صراف آلي - Alex Bank",ATM Withdrawal,ATM Withdrawal,2072.26,ماكينة صراف آلي,Alex Bank,Alexbank,05/05/2026,ar
QNBAlAhli Alert: EGP 775.93 debited from AMAZON EGYPT/Account card ending 4349 at POS transaction.,Shopping,Purchase,775.93,AMAZON EGYPT,QNBAlAhli,QNB_ALAHLI,14 JUL 2026,en
"وصلك مبلغ 22,775.72 جنيه في حسابك كراتب هذا الشهر، رصيدك الحالي أصبح 26,219.82 جنيه.",Salary,Salary Credit,22775.72,راتب شهري,Banque Du Caire,BANQUE_DU_CAIRE,06/07/2026,ar
Transaction Alert: EGP 990.91 debited at JOHN MART on 01 FEB 2026. Card ****5950 - QNB-EGYPT,Groceries,Purchase,990.91,JOHN MART,QNB-EGYPT,QNB_ALAHLI,01 FEB 2026,en
ADIB Alert: EGP 28.14 debited from EGYPTIAN RAILWAYS/Account card ending 2804 at POS transaction.,Transport,Purchase,28.14,EGYPTIAN RAILWAYS,ADIB,ADIB,24 MAR 2026,en
تم الدفع لصالح RAYA SHOP بمبلغ 416.24 جنيه عن طريق بطاقتك بتاريخ 07/06/2026,Shopping,Purchase,416.24,RAYA SHOP,HSBC EGYPT,HSBC,07/06/2026,ar
"سحب نقدي بمبلغ 2,909.38 جنيه من ماكينة صراف آلي بتاريخ 11/06/2026 - AAIB",ATM Withdrawal,ATM Withdrawal,2909.38,ماكينة صراف آلي,AAIB,AAIB,11/06/2026,ar
تمت عملية شراء بمبلغ 191.22 ج.م لدى CAIRO METRO باستخدام بطاقتكم المنتهية برقم 2915. الرصيد المتاح: 335.37 ج.م.,Transport,Purchase,191.22,CAIRO METRO,AlexBank,Alexbank,02/03/2026,ar
"تم خصم 391.93 جم من بطاقة الخصم رقم 1800 عند WENDY'S يوم 06-16 الساعة 18:16 المتاح 4,370.47 جم للمزيد اتصل ب 19623",Dining,Purchase,391.93,WENDY'S,NBE,NBE,06-16,ar
Banque Du Caire Alert: EGP 115.61 debited from WENDY'S/Account card ending 4882 at POS transaction.,Dining,Purchase,115.61,WENDY'S,Banque Du Caire,BANQUE_DU_CAIRE,10 JUL 2026,en
"Dear Customer, your card ending 7398 was used for EGP 1,141.35 at 2B on 26 APR 2026 - بنك الأسكندرية",Shopping,Purchase,1141.35,2B,بنك الأسكندرية,Alexbank,26 APR 2026,en
"تم إيداع راتبك الشهري بقيمة 13,366.27 جنيه في حسابك رقم ****9347 - BM-Egypt",Salary,Salary Credit,13366.27,راتب شهري,BM-Egypt,BANQUE_MISR,24/05/2026,ar
"Your account XXXXX2897 has been credited with EGP 24,998.55 via Payroll Deposit on 15 JUL 2026. Thank you",Salary,Salary Credit,24998.55,MONTHLY SALARY,FAB,FAB,15 JUL 2026,en
"تم خصم 640.16 جم من حسابكم رقم 9236 عند NOON يوم 05-16 الساعة 21:25 المتاح 4,288.93 جم للمزيد اتصل ب 19623",Shopping,Purchase,640.16,NOON,BanK-AlAhly,NBE,05-16,ar
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 1610 لسداد مبلغ 383.30 ج.م لدى SHAHID.,Entertainment,Purchase,383.3,SHAHID,بنك مصر,BANQUE_MISR,19/06/2026,ar
QNB Al Ahli Alert: EGP 451.31 debited from WATER COMPANY/Account card ending 1917 at POS transaction.,Bills,Purchase,451.31,WATER COMPANY,QNB Al Ahli,QNB_ALAHLI,07 MAY 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 8314 لسداد مبلغ 431.50 ج.م لدى VODAFONE EGYPT.,Bills,Purchase,431.5,VODAFONE EGYPT,BDC-Egypt,BANQUE_DU_CAIRE,04/03/2026,ar
"Dear Customer, your card ending 8433 was used for EGP 33.94 at DIDI on 07 JUN 2026 - FAB EGYPT",Transport,Purchase,33.94,DIDI,FAB EGYPT,FAB,07 JUN 2026,en
"تم إيداع راتبك الشهري بقيمة 24,865.01 جنيه في حسابك رقم ****1553 - CIB-EGYPT",Salary,Salary Credit,24865.01,راتب شهري,CIB-EGYPT,CIB,22/03/2026,ar
Transaction Alert: EGP 221.85 debited at OSN+ on 03 JUN 2026. Card ****9495 - ADIB EGYPT,Entertainment,Purchase,221.85,OSN+,ADIB EGYPT,ADIB,03 JUN 2026,en
"عميلنا العزيز، تم إضافة مرتبكم بمبلغ 9,499.91 ج.م إلى حسابكم المنتهي برقم 8364 بتاريخ 17/01/2026. رصيدكم المتاح الحالي هو 11,986.45 ج.م.",Salary,Salary Credit,9499.91,راتب شهري,BDC-Egypt,BANQUE_DU_CAIRE,17/01/2026,ar
"Cash withdrawal of EGP 1,238.49 from ATM on 11 APR 2026. Card ****5114 - FAB EGYPT",ATM Withdrawal,ATM Withdrawal,1238.49,ATM WITHDRAWAL,FAB EGYPT,FAB,11 APR 2026,en
"عزيزنا العميل، تم سحب مبلغ 2,474.50 جم من ماكينة الصراف الآلي باستخدام بطاقة الخصم رقم 1728 بتاريخ 04-05 الساعة 23:55 الرصيد المتاح 6,134.06 جم",ATM Withdrawal,ATM Withdrawal,2474.5,ماكينة صراف آلي,NBE,NBE,04-05,ar
CIB Egypt Alert: EGP 129.69 debited from H&M/Account card ending 7853 at POS transaction.,Shopping,Purchase,129.69,H&M,CIB Egypt,CIB,13 JUL 2026,en
Transaction Alert: EGP 459.90 debited at TALABAT on 18 JAN 2026. Card ****6605 - AAIB-EGYPT,Dining,Purchase,459.9,TALABAT,AAIB-EGYPT,AAIB,18 JAN 2026,en
FAB_EGYPT Alert: EGP 134.35 debited from WATANIYA/Account card ending 3374 at POS transaction.,Transport,Purchase,134.35,WATANIYA,FAB_EGYPT,FAB,11 APR 2026,en
Transaction Alert: EGP 90.14 debited at ELMENUS on 18 APR 2026. Card ****8987 - AAIB-EGYPT,Dining,Purchase,90.14,ELMENUS,AAIB-EGYPT,AAIB,18 APR 2026,en
ADIB Alert: EGP 260.71 debited from EGYPTIAN RAILWAYS/Account card ending 8531 at POS transaction.,Transport,Purchase,260.71,EGYPTIAN RAILWAYS,ADIB,ADIB,27 MAR 2026,en
"Your monthly salary of EGP 7,979.79 has been credited to account ****5252 - QNB-EGYPT",Salary,Salary Credit,7979.79,MONTHLY SALARY,QNB-EGYPT,QNB_ALAHLI,25 JUN 2026,en
"Dear Customer, your card ending 6598 was used for EGP 2,540.53 at H&M on 21 APR 2026 - CIB-EGYPT",Shopping,Purchase,2540.53,H&M,CIB-EGYPT,CIB,21 APR 2026,en
تم الدفع لصالح KHEIR ZAMAN بمبلغ 284.34 جنيه عن طريق بطاقتك بتاريخ 30/05/2026,Groceries,Purchase,284.34,KHEIR ZAMAN,BM-Egypt,BANQUE_MISR,30/05/2026,ar
Transaction Alert: EGP 774.79 debited at SPINNEYS on 17 FEB 2026. Card ****5272 - QNB Al Ahli,Groceries,Purchase,774.79,SPINNEYS,QNB Al Ahli,QNB_ALAHLI,17 FEB 2026,en
عميلنا العزيز، تم استخدام بطاقتكم الائتمانية المنتهية برقم 4742 لسداد مبلغ 776.19 ج.م لدى HYPER ONE.,Groceries,Purchase,776.19,HYPER ONE,بنك القاهرة,BANQUE_DU_CAIRE,19/04/2026,ar
"From HSBC: 10MAR26 CAIRO METRO Purchase from 949-409***-321 EGP 260.19- Your available balance is EGP 4,651.58",Transport,Purchase,260.19,CAIRO METRO,HSBC,HSBC,10MAR26,en
"تم تحويل دفعة راتب واردة بمبلغ 24,888.70 ج.م إلى بطاقة المرتبات الخاصة بكم في 01/02/2026 الساعة 09:25.",Salary,Salary Credit,24888.7,راتب شهري,Banque Du Caire,BANQUE_DU_CAIRE,01/02/2026,ar
"From HSBC: 07MAR26 Transfer to VODAFONE CASH 408-249***-228 EGP 1,871.87- Your available balance is EGP 3,423.24",Transfer,Transfer,1871.87,VODAFONE CASH,HSBC,HSBC,07MAR26,en
"وصل راتبك بقيمة 9,830.23 ج.م إلى حسابك رقم 2040 بنجاح بتاريخ 11/07/2026.",Salary,Salary Credit,9830.23,راتب شهري,AAIB-EGYPT,AAIB,11/07/2026,ar
"Dear Customer, your card ending 3932 was used for EGP 908.92 at LULU HYPERMARKET on 04 JUL 2026 - QNBAlAhli",Groceries,Purchase,908.92,LULU HYPERMARKET,QNBAlAhli,QNB_ALAHLI,04 JUL 2026,en
تنبيه: عملية شراء بقيمة 469.71 جنيه في KFC تمت بنجاح - بنك مصر,Dining,Purchase,469.71,KFC,بنك مصر,BANQUE_MISR,16/02/2026,ar
عزيزنا العميل، تم خصم مبلغ 756.23 جنيه من حسابك رقم ****2127 لدى H&M بتاريخ 13/04/2026 - بنك مصر,Shopping,Purchase,756.23,H&M,بنك مصر,BANQUE_MISR,13/04/2026,ar
CIB Egypt Alert: EGP 176.74 debited from SPOTIFY/Account card ending 2314 at POS transaction.,Entertainment,Purchase,176.74,SPOTIFY,CIB Egypt,CIB,01 JUL 2026,en
"تم إيداع راتبك الشهري بقيمة 24,506.66 جنيه في حسابك رقم ****3048 - AAIB-EGYPT",Salary,Salary Credit,24506.66,راتب شهري,AAIB-EGYPT,AAIB,19/04/2026,ar
QNB-EGYPT Alert: EGP 212.53 debited from CILANTRO/Account card ending 6818 at POS transaction.,Dining,Purchase,212.53,CILANTRO,QNB-EGYPT,QNB_ALAHLI,25 MAY 2026,en
ADIB Alert: EGP 541.45 debited from JOHN MART/Account card ending 6090 at POS transaction.,Groceries,Purchase,541.45,JOHN MART,ADIB,ADIB,31 MAY 2026,en
Transaction Alert: EGP 211.72 debited at NETFLIX on 28 MAR 2026. Card ****7826 - FAB_EGYPT,Entertainment,Purchase,211.72,NETFLIX,FAB_EGYPT,FAB,28 MAR 2026,en
"From HSBC EGYPT: 10MAR26 Transfer to INSTAPAY 617-939***-927 EGP 115.39- Your available balance is EGP 2,247.42",Transfer,Transfer,115.39,INSTAPAY,HSBC EGYPT,HSBC,10MAR26,en
"تمت عملية شراء بمبلغ 124.62 ج.م لدى SHELL باستخدام بطاقتكم المنتهية برقم 5308. الرصيد المتاح: 1,411.61 ج.م.",Transport,Purchase,124.62,SHELL,AAIB-EGYPT,AAIB,05/04/2026,ar
"تمت عملية شراء بمبلغ 375.21 ج.م لدى KFC باستخدام بطاقتكم المنتهية برقم 8630. الرصيد المتاح: 1,491.81 ج.م.",Dining,Purchase,375.21,KFC,AlexandriaBank,Alexbank,06/06/2026,ar
"تم خصم 626.72 جم من بطاقة الخصم رقم 3759 عند ELECTRICITY COMPANY يوم 04-18 الساعة 08:47 المتاح 4,707.15 جم للمزيد اتصل ب 19623",Bills,Purchase,626.72,ELECTRICITY COMPANY,البنك الأهلي المصري,NBE,04-18,ar
"Dear Customer, your card ending 4144 was used for EGP 197.50 at CAREEM on 31 JAN 2026 - AAIB-EGYPT",Transport,Purchase,197.5,CAREEM,AAIB-EGYPT,AAIB,31 JAN 2026,en
"Your account XXXXX2012 has been credited with EGP 7,809.17 via Payroll Deposit on 15 MAY 2026. Thank you",Salary,Salary Credit,7809.17,MONTHLY SALARY,FAB_EGYPT,FAB,15 MAY 2026,en
Transaction Alert: EGP 200.51 debited at SHELL on 13 MAR 2026. Card ****3161 - AAIB-EGYPT,Transport,Purchase,200.51,SHELL,AAIB-EGYPT,AAIB,13 MAR 2026,en
"Transaction Alert: EGP 2,631.46 debited at AMAZON EGYPT on 16 MAR 2026. Card ****5135 - QNBAlAhli",Shopping,Purchase,2631.46,AMAZON EGYPT,QNBAlAhli,QNB_ALAHLI,16 MAR 2026,en
"Dear Customer, EGP 851.14 was withdrawn via Cash Advance from your Credit Card ending 4709You withdrew EGP 851.14 from your account using your debit card on 27 FEB 2026 - البنك الأهلي المصري",ATM Withdrawal,ATM Withdrawal,851.14,ATM WITHDRAWAL,البنك الأهلي المصري,NBE,27 FEB 2026,en
"CIB-EGYPT Alert: EGP 2,629.84 debited from AMAZON EGYPT/Account card ending 8617 at POS transaction.",Shopping,Purchase,2629.84,AMAZON EGYPT,CIB-EGYPT,CIB,26 JAN 2026,en
"Transaction Alert: EGP 1,760.79 debited at LC WAIKIKI on 21 MAY 2026. Card ****4512 - CIB-EGYPT",Shopping,Purchase,1760.79,LC WAIKIKI,CIB-EGYPT,CIB,21 MAY 2026,en
